,Item_Fat_Content,Item_MRP,Item_Outlet_Sales,Item_Type_Category,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type
6229,Low Fat,190.253,4174.566,Non-Consumable,0.012167988000000001,13.1,2007,OUT017,Tier 2,Medium,Supermarket Type1
6230,Regular,114.6518,2846.295,FOOD,0.032976398999999997,8.63,2002,OUT045,Tier 2,Medium,Supermarket Type1
6231,Regular,141.5838,1685.8056,FOOD,0.147492524,10.195,2007,OUT017,Tier 2,Medium,Supermarket Type1
6232,Regular,110.0544,2572.6512,FOOD,0.06595278007399345,16.85,1999,OUT049,Tier 1,Medium,Supermarket Type1
6233,Low Fat,193.0136,4860.34,FOOD,0.028566433,9.3,1999,OUT049,Tier 1,Medium,Supermarket Type1
6234,Regular,36.7506,531.3084,FOOD,0.11047921699999999,15.85,2009,OUT018,Tier 3,Medium,Supermarket Type2
6235,Low Fat,163.7842,1657.842,Non-Consumable,0.042838514,5.485,2002,OUT045,Tier 2,Medium,Supermarket Type1
6236,Low Fat,162.8894,3397.5774,FOOD,0.012264903,18.25,1987,OUT013,Tier 3,High,Supermarket Type1
6237,Low Fat,208.9612,4181.224,FOOD,0.096132367,12.6,1987,OUT013,Tier 3,High,Supermarket Type1
6238,Low Fat,197.8768,197.0768,Drinks,0.168780127,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
6239,Low Fat,38.1164,656.4788,FOOD,0.099193899,12.85,2002,OUT045,Tier 2,Medium,Supermarket Type1
6240,Low Fat,59.4536,2021.3688,Drinks,0.076721393,6.13,2004,OUT035,Tier 2,Small,Supermarket Type1
6241,Regular,159.1578,160.4578,FOOD,0.06173052,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
6242,Low Fat,145.0102,1895.5326,Drinks,0.174934513,5.655,1987,OUT013,Tier 3,High,Supermarket Type1
6243,Low Fat,119.1124,1303.6364,Non-Consumable,0.06595278007399345,11.1,1997,OUT046,Tier 1,Small,Supermarket Type1
6244,Regular,223.0404,1125.202,FOOD,0.009802791,11.6,2009,OUT018,Tier 3,Medium,Supermarket Type2
6245,Regular,87.0856,527.3136,FOOD,0.09942555,16.0,1999,OUT049,Tier 1,Medium,Supermarket Type1
6246,Low Fat,34.6532,719.064,FOOD,0.062384659,12.15,1999,OUT049,Tier 1,Medium,Supermarket Type1
6247,Regular,158.8288,4399.6064,FOOD,0.034745307,6.55,2009,OUT018,Tier 3,Medium,Supermarket Type2
6248,Low Fat,244.417,1944.136,FOOD,0.035579135,9.6,1997,OUT046,Tier 1,Small,Supermarket Type1
6249,Low Fat,43.0796,619.194,Non-Consumable,0.067569539,19.1,2009,OUT018,Tier 3,Medium,Supermarket Type2
6250,Regular,143.0786,3178.5292,FOOD,0.029697925,14.0,1987,OUT013,Tier 3,High,Supermarket Type1
6251,Regular,160.9578,2246.4092,FOOD,0.03525037,14.85,2004,OUT035,Tier 2,Small,Supermarket Type1
6252,Low Fat,198.8084,2976.1259999999997,FOOD,0.045916788,4.92,1987,OUT013,Tier 3,High,Supermarket Type1
6253,Low Fat,182.4976,1629.8784,FOOD,0.021539999,13.5,2002,OUT045,Tier 2,Medium,Supermarket Type1
6254,Regular,169.27900000000002,3735.138,FOOD,0.027673055,15.7,2002,OUT045,Tier 2,Medium,Supermarket Type1
6255,Low Fat,55.2956,873.5296,Non-Consumable,0.092997032,8.97,2004,OUT035,Tier 2,Small,Supermarket Type1
6256,Low Fat,91.81200000000001,1771.0279999999998,Drinks,0.073283193,15.35,1997,OUT046,Tier 1,Small,Supermarket Type1
6257,Regular,41.2454,1342.2528,FOOD,0.041049322,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6258,Regular,72.5038,2512.7292,FOOD,0.008525061,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6259,Low Fat,184.0266,2397.5458,FOOD,0.117201696,17.7,2007,OUT017,Tier 2,Medium,Supermarket Type1
6260,Low Fat,163.3526,2631.2416,Non-Consumable,0.005977465,6.36,2004,OUT035,Tier 2,Small,Supermarket Type1
6261,Low Fat,225.3062,4288.4178,FOOD,0.06595278007399345,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6262,Low Fat,142.9154,141.8154,FOOD,0.157528118,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
6263,Low Fat,149.3076,2808.3444,FOOD,0.08242785400000001,8.235,1997,OUT046,Tier 1,Small,Supermarket Type1
6264,Low Fat,34.8216,311.5944,Non-Consumable,0.041802518,12.35,1999,OUT049,Tier 1,Medium,Supermarket Type1
6265,Low Fat,158.9604,1584.604,Non-Consumable,0.015450376000000002,18.0,1997,OUT046,Tier 1,Small,Supermarket Type1
6266,Low Fat,43.1086,89.2172,FOOD,0.05752754400000001,20.0,1998,OUT010,Tier 3,Medium,Grocery Store
6267,Low Fat,159.692,5592.72,FOOD,0.025512207000000002,6.055,2009,OUT018,Tier 3,Medium,Supermarket Type2
6268,Regular,166.85,499.35,FOOD,0.174110803,6.63,1998,OUT010,Tier 3,Medium,Grocery Store
6269,Low Fat,158.9604,4436.8912,FOOD,0.175362333,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6270,Regular,87.1198,959.4178,FOOD,0.038367194,8.3,2009,OUT018,Tier 3,Medium,Supermarket Type2
6271,Regular,193.8162,3463.4916,FOOD,0.014781046,20.25,1987,OUT013,Tier 3,High,Supermarket Type1
6272,Regular,191.453,1707.777,FOOD,0.040268043999999996,8.6,1999,OUT049,Tier 1,Medium,Supermarket Type1
6273,Low Fat,55.4614,552.614,Non-Consumable,0.014355033,19.5,2007,OUT017,Tier 2,Medium,Supermarket Type1
6274,Regular,141.6838,3231.1274,FOOD,0.129766301,5.095,2002,OUT045,Tier 2,Medium,Supermarket Type1
6275,Low Fat,119.9756,1938.8096,FOOD,0.008997141,11.0,2007,OUT017,Tier 2,Medium,Supermarket Type1
6276,Low Fat,260.5962,3884.9429999999998,FOOD,0.07784544,18.25,1999,OUT049,Tier 1,Medium,Supermarket Type1
6277,Low Fat,43.4086,401.4774,FOOD,0.06595278007399345,20.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
6278,Low Fat,109.5228,3757.7752,FOOD,0.074265816,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6279,Regular,131.4968,1565.9616,FOOD,0.10242248699999999,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6280,Low Fat,239.6906,2614.5966,FOOD,0.032811503,7.5,2007,OUT017,Tier 2,Medium,Supermarket Type1
6281,Regular,62.951,1138.518,FOOD,0.038477325,7.22,2009,OUT018,Tier 3,Medium,Supermarket Type2
6282,Regular,98.6042,1091.2462,FOOD,0.020411155,12.0,1997,OUT046,Tier 1,Small,Supermarket Type1
6283,Regular,123.5046,1743.0644,FOOD,0.042552418,12.15,2007,OUT017,Tier 2,Medium,Supermarket Type1
6284,Regular,223.1404,5175.9292,FOOD,0.009818244,11.6,2007,OUT017,Tier 2,Medium,Supermarket Type1
6285,Regular,144.4444,2902.888,FOOD,0.035572183,8.315,1997,OUT046,Tier 1,Small,Supermarket Type1
6286,Regular,183.695,2929.52,FOOD,0.04274788,12.15,1999,OUT049,Tier 1,Medium,Supermarket Type1
6287,Low Fat,222.1456,5747.1856,FOOD,0.04572322,5.905,1999,OUT049,Tier 1,Medium,Supermarket Type1
6288,Low Fat,105.82799999999999,958.752,Drinks,0.023934398,8.575,2002,OUT045,Tier 2,Medium,Supermarket Type1
6289,Regular,147.905,2247.075,FOOD,0.146527359,17.35,1999,OUT049,Tier 1,Medium,Supermarket Type1
6290,Low Fat,123.1414,2314.9866,Non-Consumable,0.012651171999999999,18.6,2004,OUT035,Tier 2,Small,Supermarket Type1
6291,Low Fat,34.8558,441.4254,Non-Consumable,0.10750729099999999,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6292,Regular,133.4942,1457.4362,FOOD,0.096295326,15.1,2002,OUT045,Tier 2,Medium,Supermarket Type1
6293,Low Fat,167.5158,4345.0108,FOOD,0.06595278007399345,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6294,Low Fat,65.0826,1162.4868,FOOD,0.079613553,7.825,2004,OUT035,Tier 2,Small,Supermarket Type1
6295,Low Fat,143.947,2576.646,FOOD,0.10339830900000001,9.17,2009,OUT018,Tier 3,Medium,Supermarket Type2
6296,Regular,124.2388,247.6776,FOOD,0.16767231,20.7,1998,OUT010,Tier 3,Medium,Grocery Store
6297,Low Fat,146.6734,2227.101,FOOD,0.020551458,12.1,1987,OUT013,Tier 3,High,Supermarket Type1
6298,Regular,80.4302,316.9208,FOOD,0.025961116,13.65,1999,OUT049,Tier 1,Medium,Supermarket Type1
6299,Regular,111.85700000000001,2966.139,FOOD,0.046960237,8.38,1999,OUT049,Tier 1,Medium,Supermarket Type1
6300,Low Fat,119.8466,2239.0854,FOOD,0.041533438,19.75,2009,OUT018,Tier 3,Medium,Supermarket Type2
6301,Low Fat,142.9128,2013.3792,Drinks,0.065436581,8.67,1997,OUT046,Tier 1,Small,Supermarket Type1
6302,Low Fat,110.2544,1789.6704,FOOD,0.08126841,15.6,2002,OUT045,Tier 2,Medium,Supermarket Type1
6303,Regular,48.7692,788.3072,FOOD,0.072689818,12.35,2009,OUT018,Tier 3,Medium,Supermarket Type2
6304,Low Fat,182.4266,5163.9448,FOOD,0.116723677,17.7,1999,OUT049,Tier 1,Medium,Supermarket Type1
6305,Regular,87.9198,1133.8574,FOOD,0.074035423,12.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
6306,Regular,129.1678,1017.3424,FOOD,0.059751637999999996,20.2,1987,OUT013,Tier 3,High,Supermarket Type1
6307,Low Fat,158.7604,3010.7476,Non-Consumable,0.09285496300000001,13.15,2002,OUT045,Tier 2,Medium,Supermarket Type1
6308,Regular,230.0668,691.1004,FOOD,0.06595278007399345,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
6309,Low Fat,174.2054,4377.635,FOOD,0.044606379,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6310,Low Fat,106.3622,2117.244,FOOD,0.16210760300000002,10.85,1987,OUT013,Tier 3,High,Supermarket Type1
6311,Low Fat,37.3506,1024.6662,Non-Consumable,0.06595278007399345,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6312,Low Fat,166.4816,2013.3792,FOOD,0.030060895,17.7,2009,OUT018,Tier 3,Medium,Supermarket Type2
6313,Low Fat,79.196,1278.336,FOOD,0.081050006,14.35,2007,OUT017,Tier 2,Medium,Supermarket Type1
6314,Regular,125.8678,3433.5306,FOOD,0.051783761,20.0,2007,OUT017,Tier 2,Medium,Supermarket Type1
6315,Low Fat,37.2874,705.748,FOOD,0.06595278007399345,12.3,1987,OUT013,Tier 3,High,Supermarket Type1
6316,Regular,174.4422,3448.844,FOOD,0.024998007000000003,10.3,2009,OUT018,Tier 3,Medium,Supermarket Type2
6317,Regular,170.5764,4466.1864,FOOD,0.10520844800000001,15.6,1987,OUT013,Tier 3,High,Supermarket Type1
6318,Regular,50.5008,253.00400000000002,FOOD,0.14118383,9.8,2009,OUT018,Tier 3,Medium,Supermarket Type2
6319,Low Fat,220.0482,2628.5784,FOOD,0.13569283099999999,11.1,2009,OUT018,Tier 3,Medium,Supermarket Type2
6320,Low Fat,76.867,2526.7110000000002,FOOD,0.11634708699999999,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6321,Low Fat,46.8402,413.4618,FOOD,0.12150063,11.8,1987,OUT013,Tier 3,High,Supermarket Type1
6322,Regular,119.3466,3064.0116,FOOD,0.088864488,7.72,2007,OUT017,Tier 2,Medium,Supermarket Type1
6323,Low Fat,121.5098,2410.196,FOOD,0.070912843,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6324,Regular,49.9376,623.1888,FOOD,0.041571557,19.6,1997,OUT046,Tier 1,Small,Supermarket Type1
6325,Low Fat,175.3712,2988.1104,FOOD,0.09345489900000001,6.425,1997,OUT046,Tier 1,Small,Supermarket Type1
6326,Low Fat,105.5306,940.7754,FOOD,0.021329793,20.85,1997,OUT046,Tier 1,Small,Supermarket Type1
6327,Low Fat,170.5422,344.8844,Non-Consumable,0.07929947400000001,18.0,1998,OUT010,Tier 3,Medium,Grocery Store
6328,Low Fat,108.6912,1310.2944,FOOD,0.08513833400000001,7.05,2002,OUT045,Tier 2,Medium,Supermarket Type1
6329,Low Fat,98.34100000000001,1351.5739999999998,FOOD,0.08717513699999999,16.25,1997,OUT046,Tier 1,Small,Supermarket Type1
6330,Low Fat,74.667,2143.876,Drinks,0.093214498,20.7,2007,OUT017,Tier 2,Medium,Supermarket Type1
6331,Low Fat,241.2538,3124.5994,FOOD,0.025458716,5.44,1987,OUT013,Tier 3,High,Supermarket Type1
6332,Low Fat,40.4822,589.2330000000001,Non-Consumable,0.032741422,20.5,1987,OUT013,Tier 3,High,Supermarket Type1
6333,Regular,109.85700000000001,1208.427,FOOD,0.038560278999999996,12.35,1999,OUT049,Tier 1,Medium,Supermarket Type1
6334,Low Fat,248.046,7883.071999999999,FOOD,0.130544568,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6335,Low Fat,175.4396,2616.594,Drinks,0.122629121,4.61,2004,OUT035,Tier 2,Small,Supermarket Type1
6336,Low Fat,106.3306,1254.3672,Non-Consumable,0.110913601,8.275,2007,OUT017,Tier 2,Medium,Supermarket Type1
6337,Low Fat,175.4738,2954.1546,FOOD,0.121635591,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6338,Regular,186.5924,4442.2176,Drinks,0.128449055,8.27,2009,OUT018,Tier 3,Medium,Supermarket Type2
6339,Low Fat,109.2254,976.7286,FOOD,0.055098434,7.905,2002,OUT045,Tier 2,Medium,Supermarket Type1
6340,Low Fat,182.1608,3123.9336,Non-Consumable,0.06595278007399345,16.2,1999,OUT049,Tier 1,Medium,Supermarket Type1
6341,Low Fat,258.3988,256.9988,FOOD,0.06595278007399345,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
6342,Low Fat,176.437,4587.362,Non-Consumable,0.010013429,13.6,2002,OUT045,Tier 2,Medium,Supermarket Type1
6343,Low Fat,85.6908,1593.9252,Non-Consumable,0.040187877000000004,9.395,2007,OUT017,Tier 2,Medium,Supermarket Type1
6344,Regular,241.0512,242.3512,FOOD,0.024044278999999998,7.35,1998,OUT010,Tier 3,Medium,Grocery Store
6345,Low Fat,38.319,292.952,FOOD,0.014007727,15.35,1987,OUT013,Tier 3,High,Supermarket Type1
6346,Regular,42.0454,629.181,FOOD,0.041214746000000003,14.5,1987,OUT013,Tier 3,High,Supermarket Type1
6347,Regular,173.2764,1030.6584,FOOD,0.031663212,12.6,2009,OUT018,Tier 3,Medium,Supermarket Type2
6348,Regular,39.3138,1015.345,FOOD,0.06595278007399345,10.8,1987,OUT013,Tier 3,High,Supermarket Type1
6349,Low Fat,257.83299999999997,3332.329,FOOD,0.042716162,18.85,1999,OUT049,Tier 1,Medium,Supermarket Type1
6350,Low Fat,254.00400000000002,2277.036,Non-Consumable,0.06479182,12.15,2002,OUT045,Tier 2,Medium,Supermarket Type1
6351,Regular,226.9404,1800.3232,FOOD,0.009761175,11.6,2004,OUT035,Tier 2,Small,Supermarket Type1
6352,Low Fat,101.6332,1845.5976,Non-Consumable,0.02295878,15.3,1987,OUT013,Tier 3,High,Supermarket Type1
6353,Regular,256.8672,3579.3408,FOOD,0.030927632000000004,20.35,1997,OUT046,Tier 1,Small,Supermarket Type1
6354,Low Fat,155.1998,307.5996,Drinks,0.103752817,14.5,1998,OUT010,Tier 3,Medium,Grocery Store
6355,Regular,193.982,1737.7379999999998,FOOD,0.136428395,6.89,1997,OUT046,Tier 1,Small,Supermarket Type1
6356,Regular,106.8254,108.5254,FOOD,0.071904258,14.6,1998,OUT010,Tier 3,Medium,Grocery Store
6357,Regular,93.712,745.696,FOOD,0.026627857,16.85,2009,OUT018,Tier 3,Medium,Supermarket Type2
6358,Low Fat,153.434,1378.2060000000001,Drinks,0.028393624,8.93,1987,OUT013,Tier 3,High,Supermarket Type1
6359,Regular,176.9028,3010.7476,FOOD,0.116331694,8.31,2007,OUT017,Tier 2,Medium,Supermarket Type1
6360,Low Fat,131.0626,524.6504,FOOD,0.112893408,19.0,1998,OUT010,Tier 3,Medium,Grocery Store
6361,Regular,103.499,1547.985,FOOD,0.017937483,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6362,Regular,188.4214,376.8428,FOOD,0.164438907,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
6363,Regular,102.59899999999999,1651.184,FOOD,0.044252621,5.19,1997,OUT046,Tier 1,Small,Supermarket Type1
6364,Low Fat,246.5434,4470.1812,FOOD,0.12006027400000001,17.0,2007,OUT017,Tier 2,Medium,Supermarket Type1
6365,Regular,110.8544,1677.816,FOOD,0.010909704,11.65,1987,OUT013,Tier 3,High,Supermarket Type1
6366,Low Fat,247.34599999999998,1970.7679999999998,Non-Consumable,0.059055045,20.25,2002,OUT045,Tier 2,Medium,Supermarket Type1
6367,Low Fat,145.8102,874.8612,Non-Consumable,0.149223055,10.0,1998,OUT010,Tier 3,Medium,Grocery Store
6368,Regular,49.5376,143.8128,FOOD,0.084404264,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
6369,Regular,165.9526,2631.2416,FOOD,0.054079555999999994,11.1,2007,OUT017,Tier 2,Medium,Supermarket Type1
6370,Regular,152.6366,1662.5026,FOOD,0.057655492999999995,11.8,2009,OUT018,Tier 3,Medium,Supermarket Type2
6371,Regular,221.3114,2217.114,FOOD,0.030413777000000003,9.695,2009,OUT018,Tier 3,Medium,Supermarket Type2
6372,Low Fat,151.505,2846.295,FOOD,0.049496899000000004,13.65,2007,OUT017,Tier 2,Medium,Supermarket Type1
6373,Regular,140.5838,2669.1922,FOOD,0.029653914,17.75,1997,OUT046,Tier 1,Small,Supermarket Type1
6374,Low Fat,179.86599999999999,1258.362,Non-Consumable,0.047912070999999994,11.3,2009,OUT018,Tier 3,Medium,Supermarket Type2
6375,Low Fat,178.237,3705.177,FOOD,0.066611321,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6376,Low Fat,122.0098,2651.2156,FOOD,0.016611475,19.35,1997,OUT046,Tier 1,Small,Supermarket Type1
6377,Regular,99.8726,587.2356,FOOD,0.03822479,6.905,2002,OUT045,Tier 2,Medium,Supermarket Type1
6378,Regular,98.4068,1846.9292,FOOD,0.12901648699999999,13.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
6379,Regular,111.4544,2013.3792,FOOD,0.080141165,16.85,2007,OUT017,Tier 2,Medium,Supermarket Type1
6380,Regular,188.2556,3755.112,FOOD,0.0480335,20.6,2002,OUT045,Tier 2,Medium,Supermarket Type1
6381,Regular,94.1752,575.2512,FOOD,0.17935589300000002,6.175,1999,OUT049,Tier 1,Medium,Supermarket Type1
6382,Regular,146.8418,2059.9852,FOOD,0.06251052900000001,18.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
6383,Low Fat,236.8564,5005.4844,FOOD,0.038519398999999996,13.35,2004,OUT035,Tier 2,Small,Supermarket Type1
6384,Low Fat,105.3622,3387.5904,Non-Consumable,0.047827139000000005,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6385,Regular,154.9972,3739.1328,FOOD,0.032208865,8.115,1999,OUT049,Tier 1,Medium,Supermarket Type1
6386,Low Fat,37.4506,303.6048,FOOD,0.078874948,15.85,2009,OUT018,Tier 3,Medium,Supermarket Type2
6387,Regular,223.9088,223.7088,FOOD,0.097275777,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
6388,Low Fat,50.8324,1298.31,FOOD,0.020664178000000002,16.35,2007,OUT017,Tier 2,Medium,Supermarket Type1
6389,Low Fat,96.0094,380.8376,FOOD,0.078060605,21.35,2009,OUT018,Tier 3,Medium,Supermarket Type2
6390,Low Fat,245.84599999999998,4434.228,FOOD,0.131714183,12.15,2009,OUT018,Tier 3,Medium,Supermarket Type2
6391,Low Fat,172.0422,2586.633,Drinks,0.135944247,16.6,1999,OUT049,Tier 1,Medium,Supermarket Type1
6392,Regular,170.3106,4277.765,FOOD,0.077478931,11.6,2009,OUT018,Tier 3,Medium,Supermarket Type2
6393,Regular,178.2344,1070.6064,FOOD,0.046114018,20.6,2002,OUT045,Tier 2,Medium,Supermarket Type1
6394,Regular,251.2408,1001.3632,FOOD,0.161030847,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
6395,Regular,149.5366,2871.5954,FOOD,0.054455495,20.1,1997,OUT046,Tier 1,Small,Supermarket Type1
6396,Regular,186.024,4287.752,FOOD,0.06595278007399345,13.65,2009,OUT018,Tier 3,Medium,Supermarket Type2
6397,Low Fat,232.63,1864.24,FOOD,0.080257683,13.3,2007,OUT017,Tier 2,Medium,Supermarket Type1
6398,Low Fat,237.7248,2607.2728,Non-Consumable,0.059037538,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6399,Low Fat,172.3106,4277.765,Drinks,0.094916347,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6400,Low Fat,50.8324,155.7972,FOOD,0.034393057000000005,16.35,1998,OUT010,Tier 3,Medium,Grocery Store
6401,Low Fat,100.9674,1222.4088,Non-Consumable,0.09326167699999999,5.32,2009,OUT018,Tier 3,Medium,Supermarket Type2
6402,Regular,185.1266,2766.3990000000003,FOOD,0.16143544,15.0,1997,OUT046,Tier 1,Small,Supermarket Type1
6403,Regular,148.6708,2106.5912,FOOD,0.089479661,8.27,1987,OUT013,Tier 3,High,Supermarket Type1
6404,Low Fat,123.5414,4508.1318,FOOD,0.008722342,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6405,Low Fat,117.7782,1191.782,FOOD,0.020988798,13.1,2007,OUT017,Tier 2,Medium,Supermarket Type1
6406,Low Fat,221.7798,3085.3172,FOOD,0.081260969,12.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
6407,Low Fat,42.5138,649.8208,Drinks,0.045308130999999995,19.1,1997,OUT046,Tier 1,Small,Supermarket Type1
6408,Low Fat,194.0478,3293.7126,Non-Consumable,0.06705851,11.3,2007,OUT017,Tier 2,Medium,Supermarket Type1
6409,Low Fat,184.4924,9069.5276,FOOD,0.035930784,13.65,1987,OUT013,Tier 3,High,Supermarket Type1
6410,Low Fat,235.25900000000001,5672.616,Non-Consumable,0.018813776,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6411,Low Fat,164.1526,2960.1468,Non-Consumable,0.032099989,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6412,Regular,121.044,1557.9720000000002,FOOD,0.06823032,18.85,2009,OUT018,Tier 3,Medium,Supermarket Type2
6413,Regular,65.0168,447.4176,FOOD,0.056592115,5.59,2004,OUT035,Tier 2,Small,Supermarket Type1
6414,Low Fat,119.8414,365.5242,Non-Consumable,0.012643035,18.6,1987,OUT013,Tier 3,High,Supermarket Type1
6415,Low Fat,63.751000000000005,126.50200000000001,FOOD,0.06352904599999999,9.31,1998,OUT010,Tier 3,Medium,Grocery Store
6416,Low Fat,65.9826,1162.4868,FOOD,0.010630948999999999,6.17,1997,OUT046,Tier 1,Small,Supermarket Type1
6417,Regular,107.6622,2858.2794,FOOD,0.029490377,5.175,2004,OUT035,Tier 2,Small,Supermarket Type1
6418,Low Fat,93.0462,185.0924,Non-Consumable,0.12998368800000001,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
6419,Regular,187.5214,1695.7926,FOOD,0.094300933,19.2,2009,OUT018,Tier 3,Medium,Supermarket Type2
6420,Regular,252.3382,6056.1168,FOOD,0.152001201,12.85,1987,OUT013,Tier 3,High,Supermarket Type1
6421,Low Fat,116.0176,1488.7288,Non-Consumable,0.039113587000000005,16.25,1987,OUT013,Tier 3,High,Supermarket Type1
6422,Low Fat,110.4912,1310.2944,Non-Consumable,0.02848169,6.13,2007,OUT017,Tier 2,Medium,Supermarket Type1
6423,Low Fat,189.653,569.259,Non-Consumable,0.05271592,12.3,2009,OUT018,Tier 3,Medium,Supermarket Type2
6424,Low Fat,258.8278,1041.3112,Non-Consumable,0.182493512,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
6425,Low Fat,153.3656,463.3968,Non-Consumable,0.050562853,10.1,1998,OUT010,Tier 3,Medium,Grocery Store
6426,Low Fat,66.2142,131.8284,Non-Consumable,0.07366703,11.15,2009,OUT018,Tier 3,Medium,Supermarket Type2
6427,Low Fat,172.0738,3301.7022,FOOD,0.03322326,19.35,2009,OUT018,Tier 3,Medium,Supermarket Type2
6428,Low Fat,165.6526,1808.9786,Drinks,0.037396492,17.25,2007,OUT017,Tier 2,Medium,Supermarket Type1
6429,Low Fat,196.3768,4138.6128,FOOD,0.054015429000000004,19.85,2004,OUT035,Tier 2,Small,Supermarket Type1
6430,Regular,194.7452,1370.2164,FOOD,0.02210346,9.5,2002,OUT045,Tier 2,Medium,Supermarket Type1
6431,Low Fat,104.52799999999999,852.2239999999999,FOOD,0.09927469400000001,9.395,1999,OUT049,Tier 1,Medium,Supermarket Type1
6432,Low Fat,113.286,1471.418,Drinks,0.070721656,4.59,1987,OUT013,Tier 3,High,Supermarket Type1
6433,Low Fat,148.2418,2354.2688,FOOD,0.043554614000000005,5.98,2004,OUT035,Tier 2,Small,Supermarket Type1
6434,Regular,144.4102,4374.306,FOOD,0.04923932,6.46,1999,OUT049,Tier 1,Medium,Supermarket Type1
6435,Low Fat,146.8734,3563.3616,FOOD,0.08114883,7.02,2004,OUT035,Tier 2,Small,Supermarket Type1
6436,Low Fat,151.5682,3506.7686,Drinks,0.027054243999999998,8.52,2004,OUT035,Tier 2,Small,Supermarket Type1
6437,Regular,250.3092,249.0092,FOOD,0.036773101,12.6,1998,OUT010,Tier 3,Medium,Grocery Store
6438,Regular,186.4556,563.2668,FOOD,0.049163320999999996,5.94,1998,OUT010,Tier 3,Medium,Grocery Store
6439,Low Fat,91.3804,1653.8472,FOOD,0.078168739,16.25,1997,OUT046,Tier 1,Small,Supermarket Type1
6440,Low Fat,56.7904,1113.2176,FOOD,0.05337973,10.695,1999,OUT049,Tier 1,Medium,Supermarket Type1
6441,Regular,103.09899999999999,1341.5870000000002,FOOD,0.030418998,5.88,2007,OUT017,Tier 2,Medium,Supermarket Type1
6442,Low Fat,65.7826,968.7389999999999,FOOD,0.11167358699999999,9.3,2009,OUT018,Tier 3,Medium,Supermarket Type2
6443,Regular,158.292,3994.8,FOOD,0.027341529,19.5,2004,OUT035,Tier 2,Small,Supermarket Type1
6444,Regular,256.433,3844.995,FOOD,0.077634044,5.82,2009,OUT018,Tier 3,Medium,Supermarket Type2
6445,Low Fat,96.5384,1182.4608,FOOD,0.008835694,8.68,1997,OUT046,Tier 1,Small,Supermarket Type1
6446,Low Fat,153.2024,3795.06,Non-Consumable,0.055990291,15.7,1997,OUT046,Tier 1,Small,Supermarket Type1
6447,Regular,78.5618,2255.7304,FOOD,0.00799548,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
6448,Low Fat,97.241,1448.115,FOOD,0.076369874,12.8,2009,OUT018,Tier 3,Medium,Supermarket Type2
6449,Low Fat,158.6604,2535.3664,FOOD,0.095351065,15.1,2002,OUT045,Tier 2,Medium,Supermarket Type1
6450,Low Fat,108.15700000000001,1098.57,FOOD,0.026783871,7.31,2004,OUT035,Tier 2,Small,Supermarket Type1
6451,Low Fat,197.2084,4166.5764,FOOD,0.01520491,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
